id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21302039,Albert Park: Btw St Kilda & City 墨尔本St Kilda海滩度假公寓,154157908,Will,,Port Phillip,-37.85226,144.98071,Private room,180,1,3,2018-01-01,0.06,2,0,0,
21302138,Renovated private unit & courtyard. Near transport,26720163,Donna,,Glen Eira,-37.89037,145.06145,Entire home/apt,111,2,77,2021-12-22,1.50,1,56,16,
21311231,Harmsworth,154238647,Carolyn,,Yarra,-37.80067,144.99188,Entire home/apt,178,2,138,2021-12-31,2.70,1,185,33,
21313066,Northcote Victorian next to Fitz Nth 20 night min,108215335,Paul,,Darebin,-37.77236,144.99586,Entire home/apt,275,20,0,,,1,343,0,
21313078,Near Southern Cross Station  perfect location,116789899,腾,,Melbourne,-37.81404,144.95459,Private room,40,1,2,2017-10-29,0.04,1,0,0,
21314986,Room to rent ( double size bed ),154276578,Declan,,Glen Eira,-37.90276,145.03317,Private room,50,1,1,2017-10-22,0.02,1,0,0,
21315337,St Kilda Mews,49774229,Maree,,Port Phillip,-37.86313,144.984,Entire home/apt,110,2,28,2021-07-05,0.54,1,286,3,
21315722,Boho Style Melbourne CBD apartment,30900122,S&S,,Melbourne,-37.81558,144.95308,Entire home/apt,122,1,107,2021-12-25,2.08,39,350,30,
21318695,Bangalo for 2 weeks,154307846,Saed,,Moreland,-37.75358,144.9565,Private room,50,1,0,,,1,0,0,
21320532,Affordable room in Melbourne CBD,154326041,Louis,,Melbourne,-37.80964,144.9621,Private room,75,1,9,2017-12-24,0.17,1,0,0,
21325685,Private room in a beautiful house,153548550,Daniela,,Moonee Valley,-37.72228,144.88705,Private room,750,1,0,,,1,365,0,
21328220,Your very own beach pad in an inner city location,7450534,Shay,,Port Phillip,-37.84076,144.94013,Entire home/apt,132,2,18,2020-03-15,0.35,1,0,0,
21328768,Spacious Double Room in the Heart of Fitzroy,28269143,Liam,,Yarra,-37.80001,144.97477,Private room,65,2,6,2018-12-27,0.12,1,0,0,
21330507,Melbourne Multi-unit building,35047040,Santina,,Banyule,-37.75961,145.06111,Private room,53,3,0,,,6,179,0,
21346039,Whole 1 Bedroom spacious apartment in Northcote,48410613,Mark,,Darebin,-37.76806,145.01031,Entire home/apt,100,5,1,2017-11-16,0.02,1,0,0,
21347099,Master room with ensuit near CBD. 28 Bouverie St.,18303857,Yiqi,,Melbourne,-37.80503,144.96125,Private room,65,1,6,2017-12-28,0.12,1,0,0,
21348197,Brunswick West Charmer,154383961,Maria,,Moreland,-37.758,144.9351,Entire home/apt,120,2,17,2019-03-31,0.34,1,0,0,
21348223,Fantastic view tidy room 超美丽花园单人房,154520341,Fiona,,Knox,-37.85223,145.23395,Private room,35,2,19,2018-11-17,0.37,1,0,0,
21349686,Deep Clean After Every Stay. 50 Metres To Beach.,129330255,Jodi,,Port Phillip,-37.88161,144.98093,Entire home/apt,110,1,64,2020-03-12,1.30,1,0,0,
21349919,Fabulous Dockland Harbour View & City View Apt,154537057,Claire,,Melbourne,-37.81228,144.94143,Entire home/apt,140,2,5,2018-03-06,0.10,1,0,0,
21351432,Lovely House,25450185,Jacky,,Whitehorse,-37.84471,145.10965,Private room,80,1,0,,,1,362,0,
21357503,Beach Stay,65803931,Therese,,Kingston,-38.08073,145.12252,Entire home/apt,147,1,60,2021-05-16,1.22,1,252,8,
21357534,Penthouse on the park,116794090,Jay,,Moonee Valley,-37.78432,144.93744,Private room,62,1,59,2020-03-13,1.15,1,0,0,
21360038,Perfect House in Amazing Port Melbourne,154639627,Martina,,Port Phillip,-37.83236,144.9466,Entire home/apt,250,7,0,,,1,0,0,
21360498,Modern 2BR 2BA in the heart of the CBD,135585233,Kim,,Melbourne,-37.81086,144.96792,Entire home/apt,330,3,3,2018-12-25,0.06,1,191,0,
21362201,Waterfront boutique apartment 2 bds/2br/2p,126322813,Lullaby,,Melbourne,-37.82047,144.94264,Entire home/apt,111,1,103,2020-03-16,2.04,2,0,0,
21368639,Super cute & central one bedroom flat in Brunswick,60424598,Amanda,,Moreland,-37.77626,144.94702,Entire home/apt,80,2,152,2021-12-29,3.14,3,0,24,
21369663,Awesome Abbotsford Victorian House –Top Location!,2474369,Joshua,,Yarra,-37.80116,145.00062,Entire home/apt,195,3,19,2018-11-26,0.37,1,0,0,
21371346,Cheapest 4Bed House Glen/Mt waverly free 4 parking,95046894,Muralie,,Monash,-37.86782,145.14831,Entire home/apt,85,30,3,2018-01-25,0.06,2,0,0,
21371999,"Stunning Luxury house 5 BED 5 BATH, 20mins to CBD",31330797,Maxgan,,Wyndham,-37.86489,144.73477,Entire home/apt,299,2,129,2022-01-03,2.52,1,306,25,
21372053,CBD Sunlight 2br apt 3 large bed sleep 6 +parking,27519695,Rachel & Ivan,,Melbourne,-37.81557,144.95322,Entire home/apt,453,90,108,2020-03-15,2.11,4,91,0,
21372450,cozy apartment in city. Feel like home,133745995,Shawn,,Melbourne,-37.81588,144.95407,Entire home/apt,120,1,0,,,1,0,0,
21373596,SeasonForMe 1bd Harbor apartment + Wifi Pool GYM 7,122290505,Season,,Melbourne,-37.81947,144.94301,Entire home/apt,91,2,14,2018-03-25,0.27,2,0,0,
21373991,Grand Prix or St Kilda beach - you have both,44888161,Matthew,,Port Phillip,-37.87376,144.97725,Entire home/apt,1200,3,2,2018-01-28,0.04,1,0,0,
21376258,Interior designed 2 bd apt HEART OF FITZROY!,90242737,Sarah,,Yarra,-37.79977,144.98248,Entire home/apt,199,2,140,2021-12-16,2.76,2,312,22,
21382134,City Edge - stunning two bedroom apartment #3,142352571,Kenny,,Greater Dandenong,-37.98818,145.21335,Entire home/apt,240,7,0,,,9,365,0,
21382507,City Edge - stunning two bedroom apartment #4,142352571,Kenny,,Greater Dandenong,-37.98776,145.21184,Entire home/apt,240,3,1,2018-03-31,0.02,9,365,0,
21382790,City Edge - stunning three bedroom apartment #4,142352571,Kenny,,Greater Dandenong,-37.98817,145.2133,Entire home/apt,310,3,2,2019-12-28,0.04,9,365,0,
21384069,"Room in light-filled,spacious apartment in Fitzroy",892377,Bindi,,Yarra,-37.79135,144.9819,Private room,71,2,22,2019-04-28,0.45,1,0,0,
21384592,Albert Park Lake (GP track) with beach views,129372513,Ferah,,Port Phillip,-37.85132,144.9788,Entire home/apt,198,2,16,2021-05-02,0.31,1,172,6,
21385311,Charming cosy abode,29613906,Eva,,Darebin,-37.75805,144.99463,Entire home/apt,50,3,3,2018-10-30,0.07,1,0,0,
21385443,New modern privacy self contain entire unit,154900934,Saiphin,,Boroondara,-37.79385,145.0314,Entire home/apt,103,1,448,2022-01-02,8.81,1,305,96,
21386807,Make yourself at home!,150884649,Trang,,Melton,-37.72644,144.74729,Private room,58,1,5,2018-08-20,0.10,2,0,0,
21387663,Close to Melbourne University and tranquil setting,33353273,Nina,,Melbourne,-37.77907,144.93802,Private room,35,14,7,2020-03-12,0.16,3,338,0,
21388364,6 BR Modern Edwardian Mansion,154927899,Luyen,,Maribyrnong,-37.79568,144.90429,Entire home/apt,537,2,102,2021-05-20,2.01,1,285,1,
21389334,Luxury MelbCBD 2bd2bath WIFI*Gym*Pool*FreeTramZone,93930367,Gemstone Apartments,,Melbourne,-37.8148,144.95422,Entire home/apt,168,1,48,2020-02-11,0.94,15,0,0,
21389827,SeasonForMe 1bd Summer apartment + Wifi Pool GYM 6,122290505,Season,,Melbourne,-37.82169,144.94138,Entire home/apt,91,3,17,2018-03-27,0.33,2,0,0,
21390572,Brilliant Victoria Harbour Waterfront FREE PARKING+Tram+Pool Netflix & Foxtel,34247003,Juliet & Malcom,,Melbourne,-37.82194,144.94251,Entire home/apt,268,2,29,2022-01-01,0.59,28,305,14,
21397571,King Deluxe Apartment-MelbourneCity Hotel Standard,155015444,Shannon,,Melbourne,-37.80993,144.96768,Entire home/apt,145,1,20,2019-12-02,0.39,1,34,0,
21397876,The best experience of Hospitality,45799443,Anil,,Wyndham,-37.84795,144.71394,Private room,79,1,1,2017-10-28,0.02,1,179,0,
21398170,City Edge - stunning two bedroom apartment #5,142352571,Kenny,,Greater Dandenong,-37.98627,145.21124,Entire home/apt,240,3,1,2017-11-08,0.02,9,365,0,
21399238,Ample 3 Bedroom Townhouse in Hawthorn East,151026899,Michael,,Boroondara,-37.84466,145.04384,Entire home/apt,350,1,81,2021-12-11,1.64,2,358,12,
21400301,Charnwood Cottages - Lola’s family cottage,51059446,Belinda,,Yarra Ranges,-37.75238,145.68663,Entire home/apt,490,1,2,2021-03-13,0.04,4,350,1,
21400347,Sun filled sleeping beauty,520066,Susan,,Bayside,-37.94045,145.0149,Private room,50,2,7,2021-04-19,0.20,2,274,2,
21400920,1805/605 Lonsdale St Melbourne,155023927,Henry,,Melbourne,-37.81411,144.9532,Private room,200,7,0,,,1,181,0,
21401011,Deluxe Studio Apartment 6,139528807,Christopher,,Melbourne,-37.80518,144.96267,Hotel room,115,2,24,2021-12-06,0.49,26,358,2,
21401321,Kat's Fitzroy Studio in stunning garden setting,103630708,Kat,,Yarra,-37.80297,144.97429,Entire home/apt,126,1,256,2021-12-30,5.08,1,202,43,
21401501,New and modern townhouse,155058802,Karyn,,Stonnington,-37.8807,145.09046,Private room,164,2,0,,,1,0,0,
21402430,Designer Selection - Boho Style in Melbourne CBD,40455436,S&S,,Melbourne,-37.81558,144.95308,Entire home/apt,119,1,60,2021-05-05,1.21,20,350,5,
21403804,Beaches and cafes! Elwood Charm ★,2383169,Natalie,,Port Phillip,-37.88455,144.98541,Entire home/apt,88,28,9,2018-08-31,0.18,1,41,0,
21405021,Dreamhome MelbCBD 2br2bath WiFi*Pool*Gym*FreeTram,93930367,Gemstone Apartments,,Melbourne,-37.8148,144.95422,Entire home/apt,168,1,39,2020-01-30,0.78,15,0,0,
21411669,Richmond Place,147482127,Joseph,,Yarra,-37.81702,144.99626,Private room,160,5,20,2018-03-17,0.39,2,89,0,
21411676,Location Location Location! 1BDR + Semi BDR,14503370,Ilayda,,Melbourne,-37.82088,144.95173,Entire home/apt,1000,1,0,,,3,4,0,
21413187,Cozy Room With Private bath,155165025,Henn,,Knox,-37.91353,145.24725,Private room,50,2,86,2019-12-04,1.71,1,0,0,
21414352,"Central, convenient and flexible",20291954,Steven,,Melbourne,-37.82095,144.9562,Private room,65,60,19,2020-09-01,0.38,1,152,0,
21414795,Deluxe Studio Apartment 8,139528807,Christopher,,Melbourne,-37.80543,144.9647,Hotel room,115,2,55,2021-02-12,1.11,26,344,1,
21414968,Stylish Lighthouse Apartment in Melbourne's CBD,22630928,Next Level Shortstays: Andrew,,Melbourne,-37.80892,144.95973,Entire home/apt,120,7,48,2021-12-15,0.94,31,332,5,
21415318,DOUGIE'S PLACE - Your Home In The Hills,16220780,Catherine,,Cardinia,-37.9343,145.43852,Private room,95,2,16,2021-07-04,0.32,4,89,3,
21416161,BOWIE: Sun-soaked Comfort in the Heart of Richmond,299609324,Matthew,,Yarra,-37.82557,144.99426,Entire home/apt,127,3,114,2021-12-21,2.25,40,337,10,
21417471,Your cosy stay!,132112654,Shufang,,Knox,-37.87926,145.23089,Private room,98,4,25,2021-11-28,0.49,3,135,3,
21417482,CityLife MelbCBD 2BR1Bath WIFI*Gym*Pool*FreeTram,93930367,Gemstone Apartments,,Melbourne,-37.8148,144.95422,Entire home/apt,148,1,73,2020-03-05,1.43,15,0,0,
21419083,Max,144708531,玲利,,Knox,-37.8695,145.21854,Private room,36,1,29,2020-03-06,0.58,2,0,0,
21419929,"4 Min 2 ,Tram,Train Stion 3 bedooms 2 bathroom",9198367,Nest-Apartments,,Melbourne,-37.81646,144.95512,Entire home/apt,278,1,50,2022-01-01,0.98,17,78,12,
21427507,Brunswick getaway for 1-2 people,62092189,Radhika,,Moreland,-37.7694,144.95201,Entire home/apt,95,2,15,2019-02-17,0.29,1,0,0,
21430497,2 Mins to Station FREE tram HeartCBD 2Beds 2 Bath,9198367,Nest-Apartments,,Melbourne,-37.81558,144.95429,Entire home/apt,173,1,155,2021-12-23,3.04,17,147,68,
21432503,Incredible Family Apt W/spa Bath and Private Garden.,151058460,Vicky,,Stonnington,-37.86124,145.01645,Entire home/apt,514,5,54,2021-07-05,1.07,1,154,5,
21437405,"Light filled, spacious, family friendly studio.",41007700,Rebecca,,Whitehorse,-37.79891,145.10584,Entire home/apt,200,2,55,2022-01-04,1.12,1,331,13,
21438125,A peaceful retreat in the heart of Carlton,11800217,Sharif,,Melbourne,-37.80125,144.96855,Entire home/apt,210,2,111,2022-01-01,2.17,1,177,21,
21438689,Delightful 2 bed Art Deco in amazing location.,151747132,Isabella,,Yarra,-37.82694,144.98925,Entire home/apt,129,6,4,2018-04-25,0.08,1,0,0,
21439139,Peaceful Parkside: Beautiful Art Deco Residence,326530921,Christy,,Melbourne,-37.78637,144.95796,Entire home/apt,183,2,108,2022-01-05,2.13,28,343,22,
21440259,Single apartment with prefect night view of CBD,109624046,Caleb,,Melbourne,-37.8208,144.95719,Entire home/apt,90,1,1,2017-10-23,0.02,2,0,0,
21441432,Cozy Bedroom 'n Bathroom w/ Free HighSpeed Wifi,97365830,Lasse,,Melbourne,-37.82135,144.94344,Private room,50,3,17,2018-10-29,0.35,1,0,0,
21442242,"One of a kind! Stunning aprtment, garden surrounds",90323098,Ange,,Port Phillip,-37.86203,145.00571,Entire home/apt,125,3,2,2017-11-19,0.04,1,0,0,
21443311,Bright & cosy for two,132112654,Shufang,,Knox,-37.87997,145.22863,Private room,62,4,1,2018-02-18,0.02,3,7,0,
21443444,Single room 15 minutes from CBD in a nice house,155576113,Anna,,Moonee Valley,-37.76988,144.92029,Private room,28,7,1,2017-10-22,0.02,1,0,0,
21449141,Q,109624046,Caleb,,Melbourne,-37.82132,144.95611,Entire home/apt,90,1,0,,,2,0,0,
21449566,Friendly & cosy to stay,132112654,Shufang,,Knox,-37.87995,145.23027,Shared room,62,4,2,2018-10-17,0.04,3,10,0,
21451219,"Birch House at Jody's Ridge, Yarra Glen",145593200,Alison,,Yarra Ranges,-37.59966,145.37122,Entire home/apt,1350,2,24,2021-05-23,0.47,1,6,3,
21451279,Spacious Beach Apartment!,155708996,Debbie,,Port Phillip,-37.86717,144.97868,Entire home/apt,159,1,142,2020-07-17,2.83,1,0,0,
21451285,"Cosy small apartment in Hawthorn, Melbourne!",155706811,Claudia & Mauricio,,Boroondara,-37.82211,145.04463,Entire home/apt,85,2,1,2018-09-12,0.02,1,83,0,
21451302,A Quite Getaway with a Difference,27880786,Eva,,Knox,-37.86317,145.23413,Private room,62,160,10,2018-06-11,0.20,1,178,0,
21452171,Bright East Melbourne Apartment,5863721,Richard,,Melbourne,-37.81482,144.98357,Entire home/apt,80,6,3,2017-12-28,0.06,2,0,0,
21453327,"Central, comfy CBD studio opposite skybus!",140156164,Livvy,,Melbourne,-37.81542,144.95172,Entire home/apt,104,7,24,2021-12-23,0.48,3,71,1,
21458743,Bright modern groovy 2BR apartment in Richmond,155507693,Suzy,,Yarra,-37.8251,145.01217,Entire home/apt,71,1,5,2018-08-12,0.10,1,0,0,
21461105,Modern 2 storey house on Richmond Hill,15661352,Viesha,,Yarra,-37.8217,144.99483,Entire home/apt,280,20,5,2018-04-03,0.10,1,0,0,
21461243,"Live like a local, huge house with 6 bedrooms!",9571666,Jessica,,Manningham,-37.77037,145.11151,Entire home/apt,307,5,109,2022-01-03,2.28,1,146,14,
21463128,Light bright home and secure garden close to parks,155844370,Julie,,Wyndham,-37.90202,144.60829,Entire home/apt,250,2,89,2022-01-02,1.75,1,65,7,
21463444,"Cosy, Clean Room in the Heart of Melbourne!",46425801,Lee,,Stonnington,-37.8485,144.98726,Private room,65,2,52,2019-03-23,1.02,1,0,0,
21463576,CHEAP CENTRAL SINGLE ROOM. BIG AND SPACIOUS.,154773983,Jia,,Melbourne,-37.79611,144.95629,Private room,25,14,0,,,1,0,0,
21463832,Stunning 2 Bed CBD Apart on Flinders + NETFLIX,81256811,Chris,,Melbourne,-37.81611,144.97119,Entire home/apt,156,1,57,2020-03-16,1.12,7,0,0,
21464616,South Yarra Bliss! The Penthouse,57830577,Trevor,,Stonnington,-37.83985,144.99669,Entire home/apt,334,2,33,2021-11-15,0.66,2,284,12,
21464710,A lovely room available in Essendon,141086552,Azin,,Moonee Valley,-37.74661,144.8953,Private room,60,2,2,2018-01-13,0.04,1,365,0,
21465252,Near to everything,56681640,Beier,,Melbourne,-37.81579,144.95359,Private room,45,1,0,,,1,0,0,
21465737,Cosy Boronia Home,29906681,Catherine,,Knox,-37.8548,145.28559,Private room,45,2,12,2019-08-02,0.24,2,0,0,
21466250,Urban Stay in Trendy Windsor close to Chapel St,299609324,Matthew,,Stonnington,-37.85171,144.99066,Entire home/apt,134,3,63,2021-12-23,1.24,40,175,9,
21476833,South yarra apartment near south yarra station,64130137,Lai,,Stonnington,-37.83529,144.99411,Private room,58,6,1,2017-10-26,0.02,1,0,0,
21477388,"Peaceful, Quiet, Clean Room 20mins to CBD ★★★★★",13090273,Hin,,Maribyrnong,-37.78995,144.87122,Private room,38,1,4,2018-03-03,0.08,1,0,0,
21478261,"City Fringe, FREE Underground Parking, WIFI",12620164,Tom And Brea,,Melbourne,-37.80993,144.98477,Entire home/apt,138,2,126,2022-01-05,2.57,1,145,19,
21478386,The White House,155981720,Estee,,Stonnington,-37.83567,144.99015,Entire home/apt,550,60,4,2020-02-20,0.08,1,99,0,
21479763,Super Cosy Single or Family Getaway,45961916,Linda,,Banyule,-37.69861,145.06001,Entire home/apt,220,2,0,,,5,0,0,
21479901,Spacious Apartment in Hip Windsor!,8191229,Aine,,Port Phillip,-37.85111,144.98406,Entire home/apt,60,3,6,2018-01-09,0.12,1,0,0,
21480264,On the beach at St. Kilda Melbourne,105568073,Don,,Port Phillip,-37.86902,144.9755,Entire home/apt,109,7,2,2019-06-11,0.04,1,69,0,
21480776,"Spacious, modern family home with trampoline",153299724,Flynn,,Whitehorse,-37.81044,145.11533,Entire home/apt,500,2,0,,,1,84,0,
21481170,Walk to CHAPEL ST & Station! DESIGNER Apt,51704371,James,,Stonnington,-37.83819,144.99355,Entire home/apt,134,3,90,2022-01-03,1.77,16,155,6,
21489003,City Edge - stunning two bedroom apartment #7,142352571,Kenny,,Greater Dandenong,-37.98603,145.21191,Entire home/apt,240,3,1,2018-01-10,0.02,9,365,0,
21489052,City Edge - stunning two bedroom apartment #8,142352571,Kenny,,Greater Dandenong,-37.98687,145.21299,Entire home/apt,240,3,2,2018-01-23,0.04,9,345,0,
21489697,City Edge - cozy one-bedroom apartment in CBD#6,137003767,Serge,,Melbourne,-37.81064,144.96138,Hotel room,113,4,1,2017-12-23,0.02,10,252,0,
21489744,❤ Docklands Harbour ❤ Modern APT+WIFI,57241023,Lisa,,Melbourne,-37.82081,144.94263,Entire home/apt,99,1,230,2020-03-28,4.50,3,0,0,
21490138,I,156112052,Roxanne,,Port Phillip,-37.83513,144.93547,Entire home/apt,180,2,12,2018-07-22,0.24,1,0,0,
21491422,Suburban Gem - AFL FINALS HAVEN,94706024,Sam,,Stonnington,-37.85036,145.04358,Entire home/apt,124,2,2,2018-09-28,0.05,1,0,0,
21491760,Light Filled Brunswick Apartment - City Views!,2444741,Elizabeth,,Moreland,-37.76903,144.97918,Entire home/apt,165,2,3,2018-03-25,0.06,1,0,0,
21492147,Cute house near Albert Park beach - Great Value,52257760,Vincent,,Port Phillip,-37.8487,144.95506,Entire home/apt,110,4,24,2020-03-15,0.61,1,0,0,
21493891,Cosy Space,156129694,Shirley,,Manningham,-37.77889,145.11437,Private room,70,1,0,,,1,89,0,
21496278,Dream house,33602100,Abdulaziz,,Darebin,-37.70602,145.01091,Entire home/apt,80,5,4,2019-02-24,0.08,1,0,0,
21503726,"Melbourne Cozy Private Room, Fantastic view",156238412,Echo,,Melbourne,-37.82602,144.96315,Private room,35,1,10,2018-01-18,0.20,1,0,0,
21504913,Great location at Upper West Side - 1 Bedroom,55324450,Bruce,,Melbourne,-37.81558,144.95308,Entire home/apt,198,2,68,2021-12-18,1.35,57,269,1,
21505639,Lakeside Spacious 2beds 2bath Free Parking Apt,129229057,Lama Yoga Homes,,Port Phillip,-37.85271,144.97972,Entire home/apt,159,1,106,2020-03-15,2.09,7,0,0,
21505866,"Close airport, rail station, city centre free wifi",54027231,Yogs,,Hume,-37.69073,144.91966,Private room,25,180,6,2018-08-30,0.12,1,365,0,
21505976,AoW's alluring self-serviced 1 Bedroom Apartment,20300233,Apartments Of Waverley,,Monash,-37.88882,145.16285,Entire home/apt,180,2,1,2019-09-30,0.04,3,192,0,
21506050,sunny house,156262591,Sunny,,Knox,-37.92875,145.25491,Private room,68,2,0,,,1,0,0,
21506074,Beautiful St Kilda Terrace House,48380926,Jacqui,,Port Phillip,-37.8667,144.98901,Entire home/apt,150,4,0,,,1,0,0,
21506086,AoW's captivating 3 Bedroom Townhouses,20300233,Apartments Of Waverley,,Monash,-37.88173,145.16814,Entire home/apt,290,2,8,2021-04-14,0.16,3,353,3,
21509084,Home away from home in Donvale,50787287,Susan,,Manningham,-37.77742,145.18159,Private room,59,2,2,2018-03-23,0.04,2,0,0,
21511177,(FreeZone) Magnificent view Ensuite BR near Skybus,102567336,Adrianne,,Melbourne,-37.81619,144.95195,Private room,58,1,56,2019-07-31,1.17,1,0,0,
21516220,"Modern, secure and in an unbeatable location",136541636,Esther,,Port Phillip,-37.86642,144.9951,Entire home/apt,110,28,18,2019-03-13,0.36,1,337,0,
21516657,Monash University,52745704,Vickey,,Monash,-37.91909,145.1258,Private room,3228,1,32,2019-05-25,0.63,2,90,0,
21517055,Spacious Penthouse City Accomodation,57423842,Smriti,,Melbourne,-37.82552,144.95944,Entire home/apt,165,10,1,2018-01-08,0.02,1,0,0,
21518021,Cremorne Cottage - In the heart of Richmond,125313333,Jo,,Yarra,-37.83057,144.99081,Entire home/apt,160,2,39,2019-03-24,0.77,1,0,0,
21518110,Views for Miles,50941141,Sarah,,Port Phillip,-37.82852,144.95685,Entire home/apt,300,2,0,,,1,0,0,
21519415,Private room in shared acomodation Close 2 station,40661293,Zahid,,Wyndham,-37.85091,144.66793,Private room,80,1,0,,,1,0,0,
21520337,Stunning 2 beds apartment + parking,150391264,晨宇,,Stonnington,-37.83779,144.99512,Entire home/apt,128,2,19,2018-03-03,0.37,1,0,0,
21521167,Cozy one bedroom house,108147666,Hao,,Monash,-37.90725,145.12807,Private room,50,20,1,2017-12-30,0.02,1,0,0,
21524354,good like so,12165359,Amanda,,Hobsons Bay,-37.86857,144.83659,Shared room,81,1,0,,,1,0,0,
21530734,8 McCrae St Docklands,30692678,Meng,,Melbourne,-37.82264,144.95143,Private room,68,1,63,2020-12-17,1.25,1,0,0,
21531235,Monash Uni Clayton Campus,52745704,Vickey,,Monash,-37.91905,145.1279,Private room,3600,1,46,2019-07-27,0.90,2,90,0,
21533756,Shared room available for female for Short Stay,137143178,Mahek,,Whitehorse,-37.85697,145.1483,Shared room,21,7,0,,,1,0,0,
21540548,Docklands Delight Apartment  - Free Wifi- Netflix,33180618,Meghan,,Melbourne,-37.81603,144.93682,Entire home/apt,100,2,149,2021-12-27,2.94,1,149,9,
21540767,"Inner City Resort - Courtyard, Garden, Pool & Spa",14767821,Ben,,Yarra,-37.81122,145.01419,Entire home/apt,105,20,12,2021-11-20,0.24,1,0,1,
21540846,Large self contained bungalow in lush gardens,27502153,Hazel,,Monash,-37.8578,145.10607,Entire home/apt,70,2,35,2021-12-31,0.75,1,30,12,
21541316,Josephine Bed & Breakfast,156596380,Paul,,Melton,-37.58446,144.62479,Entire home/apt,180,1,198,2021-12-22,3.91,1,235,31,
21542386,private houes near airport 35mins  train to CBD,90878715,Zhi,,Whittlesea,-37.66317,144.99295,Private room,50,3,3,2018-03-27,0.06,1,180,0,
21550690,Treetops Penthouse in Ripponlea / East St. Kilda,156689822,Robert,,Port Phillip,-37.87759,144.99524,Entire home/apt,264,2,18,2021-03-31,0.38,1,0,1,
21550709,Great Place to Stay with Family and Friends,69731864,Chirag,,Wyndham,-37.88277,144.71901,Entire home/apt,180,1,1,2017-11-01,0.02,1,0,0,
21550815,Cedar cottage at the heart of Frankston,156690082,Yashy & Irene,,Frankston,-38.14854,145.13062,Entire home/apt,112,2,134,2022-01-05,2.66,1,303,27,
21551143,Zara Long Stay Private Studio Corporate Keys,65822717,Zara Apartments,,Port Phillip,-37.83306,144.96843,Entire home/apt,98,28,2,2019-03-26,0.04,1,0,0,
21551924,Gateway to Frankston Beach & Mornington Pennisula,156703739,Shirley,,Frankston,-38.12472,145.14352,Private room,40,1,1,2018-06-05,0.02,1,0,0,
21554059,SANCTUARY CLOSE,112626221,Ivana,,Yarra Ranges,-37.65068,145.52437,Entire home/apt,329,2,6,2021-04-05,0.15,11,7,1,
21555376,Private Room in Glen Iris,148595878,Mohamed & Bedour,,Stonnington,-37.85841,145.04283,Private room,30,1,4,2019-10-24,0.08,2,0,0,
21555438,'Hidden Valley' Warburton,51389006,Stuart,,Yarra Ranges,-37.75739,145.68279,Entire home/apt,191,2,86,2021-12-04,1.69,1,28,18,
21555736,Walk to CBD & Melb Uni! Stylish 2BR APT w/ parking,51704371,James,,Melbourne,-37.80483,144.96391,Entire home/apt,198,3,155,2021-12-29,3.10,16,125,3,
21557659,Stylish Southbank 2 Bedroom Apartment with Parking,20689999,Yi,,Melbourne,-37.82744,144.95961,Entire home/apt,150,1,131,2022-01-04,2.61,1,312,22,
21558542,Cosy private room easy access to city & airport,152640623,Helen,,Darebin,-37.73203,145.01716,Private room,69,7,30,2020-07-12,0.60,4,90,0,
21565616,Chic Brand New Apartment in Balaclava,46914837,Sarah,,Glen Eira,-37.8724,144.99925,Entire home/apt,123,3,55,2021-12-27,1.11,1,70,17,
21566675,Enjoy Albert Park this Christmas/ New Years,11138290,Lucy,,Port Phillip,-37.84686,144.94636,Entire home/apt,400,5,0,,,1,0,0,
21566729,Amazing 2 beds apt one bath - free tram zone,80621455,Upper West Side,,Melbourne,-37.81391,144.95359,Entire home/apt,110,3,98,2021-12-17,1.93,12,67,2,
21566933,"Resort style Apartment, Melbourne-Southbank",117544682,Heather,,Melbourne,-37.82358,144.96667,Entire home/apt,120,3,3,2019-12-30,0.06,1,0,0,
21567053,Elegant and generous; simple things done well,8525226,Anne,,Yarra,-37.80113,144.98438,Private room,81,2,16,2021-04-25,0.34,1,269,2,
21579803,Best stay in Melbourne,50337056,Daniel,,Melbourne,-37.80797,144.96149,Entire home/apt,82,4,2,2018-01-04,0.04,1,0,0,
21580420,Flemington,14108089,Sandra,,Maribyrnong,-37.78556,144.90373,Entire home/apt,300,2,0,,,1,0,0,
21583754,"The Tanqueray: Cool, Chic and Cosy Collingwood",335130912,Ruth,,Yarra,-37.80414,144.98439,Entire home/apt,105,2,50,2021-12-23,1.01,18,349,8,
21585417,Private Room in the heart of South Yarra,9932365,Helen,,Stonnington,-37.83442,144.98975,Private room,150,2,2,2017-12-13,0.04,2,0,0,
21585769,Amazing brand new house on the city's sunburn,156270794,Mirko,,Moreland,-37.71957,144.95358,Private room,25,1,0,,,1,0,0,
21587130,Take In Sweeping Views from a House on the Hill,23500098,Sarah,,Moreland,-37.74172,144.93522,Entire home/apt,379,2,29,2021-04-30,0.57,1,172,3,
21591889,"Enjoy local area ,enjoy Melbourne",110749720,Li,,Whitehorse,-37.80083,145.10836,Private room,80,1,0,,,1,179,0,
21595497,Abbotsford Apartment + Balcony,46049812,Ryan,,Yarra,-37.80059,145.00097,Entire home/apt,68,3,1,2017-11-02,0.02,1,0,0,
21595807,Family townhouse in the centre of Melbourne,59479953,Meirav,,Stonnington,-37.84733,144.98746,Entire home/apt,200,6,1,2017-12-28,0.02,1,0,0,
