id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38054556,Riverside living,250219966,Kirstin,,Maribyrnong,-37.8015,144.90756,Entire home/apt,153,2,18,2020-02-10,0.63,7,0,0,
38055036,Southbank cosy and comfy apartment - B,103309700,Cristhian,,Melbourne,-37.82856,144.96761,Shared room,26,1,7,2019-11-16,0.25,2,0,0,
38071533,Overlooking Yarra River and city,170341560,Terence,,Melbourne,-37.82224,144.9417,Entire home/apt,87,1,24,2020-07-03,0.86,1,0,0,
38074127,Modern self contained apt in heart of Northcote.,166859414,Emma,,Darebin,-37.7684,144.99962,Entire home/apt,110,1,15,2020-01-29,0.53,1,0,0,
38074945,"5 BDR parkview house in western, 2mins to M8 可中文服务",59405064,Rachel & Young,,Brimbank,-37.79251,144.75708,Entire home/apt,208,2,41,2021-12-11,1.47,1,151,8,
38075062,"Modern Luxury 2 Bed next to Crown Casino! Free Wine, Netflix &  Wifi",213244814,Bradley & Mark,,Melbourne,-37.82649,144.95927,Entire home/apt,223,2,22,2020-04-01,0.77,6,136,0,
38075456,Close to Melb Airport Free Wifi Cabin 100% private,289004930,David,,Hume,-37.56079,144.91983,Entire home/apt,145,2,14,2021-12-23,0.51,3,113,7,
38076289,ACD Apartments - Executive Three Bedroom Apartment,16970146,ACD Apartments,,Melbourne,-37.81403,144.94222,Hotel room,462,2,24,2021-12-19,0.88,6,352,11,
38076999,Escape to the country - private guest suite,131235395,Carol,,Yarra Ranges,-37.78802,145.55589,Entire home/apt,105,2,48,2022-01-04,1.70,1,168,15,
38077853,"Great View, location&FREE (Gym Pool Tram)",140649405,Michael,,Melbourne,-37.81387,144.95354,Entire home/apt,129,1,45,2020-06-13,1.56,5,0,0,
38078064,Stylish Art-Deco in Amazing South Yarra Location,289026400,Sam,,Melbourne,-37.83731,144.98277,Entire home/apt,150,4,48,2021-12-10,1.74,2,287,23,
38078407,"Stylish 2 Br 2 Bath at Southern Cross, free tram",140649405,Michael,,Melbourne,-37.81556,144.95536,Entire home/apt,169,1,81,2020-07-03,2.81,5,0,0,
38078680,2 private rooms in Toorak. Great Location!,210843651,Sam,,Stonnington,-37.8474,145.00882,Private room,50,4,0,,,2,0,0,
38079279,A modern apartment in heart of Toorak Road.,88057064,Linda,,Boroondara,-37.84407,145.0448,Private room,85,1,2,2019-12-22,0.07,1,88,0,
38080651,Cozy tranquil home surrounded by parks.,166120218,Sophia,,Melbourne,-37.79328,144.91727,Private room,90,4,6,2020-01-01,0.22,1,0,0,
38082765,Breathtaking Views of the City on Coventry,22630928,Next Level Shortstays: Andrew,,Melbourne,-37.82899,144.96855,Entire home/apt,180,5,7,2021-12-25,0.27,31,304,2,
38085131,"Single room for female only, close with everything",40908292,Tina,,Moreland,-37.70713,144.92191,Entire home/apt,26,180,0,,,12,362,0,
38086968,North Melbourne Private Room,40287003,Zachary,,Melbourne,-37.80304,144.95073,Private room,35,1,12,2019-10-26,0.43,3,0,0,
38089763,Designer Selection-The Golden Amber in Melb CBD,30900122,S&S,,Melbourne,-37.81438,144.95535,Entire home/apt,131,1,6,2020-05-27,0.21,39,356,0,
38103181,"Experience Fitzroy, stunning bedroom, own bathroom",109881481,Liam & Jane,,Yarra,-37.79637,144.98214,Private room,90,2,13,2020-02-17,0.47,1,0,0,
38108322,Glen Waverley Center House /华人区中心位置，闹中取静，一切所需步行解决,196335073,Jim,,Monash,-37.87908,145.16842,Entire home/apt,224,2,7,2019-11-23,0.25,2,0,0,
38110268,Industrial Style South Yarra Apt. & Sunset Balcony,135117464,Tam,,Stonnington,-37.83666,144.99383,Entire home/apt,162,2,9,2020-01-06,0.33,20,0,0,
38115028,Relaxation and Luxury you deserve,88070600,Jayantha,,Frankston,-38.19641,145.12554,Entire home/apt,404,2,4,2022-01-05,4,1,164,4,
38116899,“Morandi”BEST CBD Location 2BR Apt &Car Park,107124733,Sue,,Melbourne,-37.80784,144.96095,Entire home/apt,109,1,46,2021-02-15,1.68,2,0,1,
38117240,Unrivaled Luxury Waterfront Living 5 BDR 3.5 BTH,10785219,Christina,,Kingston,-38.07012,145.13671,Entire home/apt,1286,2,9,2021-12-18,0.36,4,356,5,
38117742,No longer available,289369004,No Longer Available,,Melbourne,-37.81456,144.95741,Private room,10000,2,1,2019-09-27,0.04,1,61,0,
38129542,beautiful private apartment in heart of St. Kilda,15748791,Maaike,,Port Phillip,-37.86856,144.99727,Entire home/apt,126,4,3,2020-07-07,0.12,1,0,0,
38130865,Modern City Style Apartment Near Botanical Gardens,68050382,Orla,,Port Phillip,-37.83237,144.96868,Entire home/apt,72,7,1,2020-02-29,0.04,2,0,0,
38131037,"Beautiful, Relaxing Beach Unit with Sea View",1576722,Andrea,,Kingston,-38.01634,145.09363,Entire home/apt,77,1,10,2020-04-27,0.36,1,0,0,
38132016,Carlton - Deluxe Apartment,139528807,Christopher,,Melbourne,-37.8041,144.96314,Private room,120,1,36,2021-12-18,1.29,26,23,7,
38133333,Carlton - Deluxe Suite,139528807,Christopher,,Melbourne,-37.80473,144.96245,Private room,110,1,12,2020-07-31,0.43,26,71,0,
38133589,Carlton - Executive Apartment,139528807,Christopher,,Melbourne,-37.80545,144.96415,Private room,107,1,15,2021-10-09,0.56,26,66,3,
38133684,Carlton - Superior Apartment,139528807,Christopher,,Melbourne,-37.80541,144.96385,Private room,111,1,4,2020-12-13,0.17,26,51,0,
38136707,Brand New House in east Melbourne  for rent,132005658,Hilda Lin,,Casey,-38.10613,145.24507,Private room,66,1,74,2021-12-11,2.59,4,166,33,
38136737,Fully Furnished Apartment With All The luxaries!,224901885,Dwellings,,Melbourne,-37.82178,144.93714,Entire home/apt,107,90,0,,,1,365,0,
38138589,Home with beautiful surroundings,189662560,Apple,,Banyule,-37.72497,145.10235,Private room,45,3,0,,,3,365,0,
38139118,Stunning TYLER - Luxury in Southbank *WIFI Parking,1739996,Paul & Dan,,Melbourne,-37.82684,144.95683,Entire home/apt,151,2,33,2021-12-20,1.15,71,357,18,
38143997,"Stylish, Modern Penthouse Apartment",191843865,Kieron,,Glen Eira,-37.88879,145.05688,Entire home/apt,170,2,2,2020-01-06,0.08,1,0,0,
38159458,Hawthorn Parkside,8016124,Michelle,,Boroondara,-37.81667,145.02226,Shared room,350,7,1,2019-12-28,0.04,1,0,0,
38163686,North Melb. Superior Apartment,139528807,Christopher,,Melbourne,-37.80057,144.94675,Private room,110,1,2,2021-01-27,0.07,26,52,1,
38164767,Room A Forest style,289986587,Gaoqi,,Casey,-38.06029,145.28379,Private room,49,1,0,,,5,0,0,
38165274,Stylish 1BD Apt in Trendy Collingwood w/ Balcony,2735678,James,,Yarra,-37.80515,144.98411,Entire home/apt,180,100,10,2020-03-02,0.35,1,0,0,
38168231,Designer 3 Bedroom Townhouse with Leafy Courtyard,452027,Lisa,,Stonnington,-37.8543,145.02754,Entire home/apt,364,3,3,2020-12-03,0.11,1,176,0,
38168654,"Cozy, quiet and clean setting near Sanctuary lakes",289350492,Huixi,,Wyndham,-37.88904,144.77324,Private room,95,1,0,,,1,180,0,
38170337,"house in the park
100 m to the beach 
5 min 2 city",225228980,Julian,,Port Phillip,-37.83859,144.93145,Private room,65,1,2,2019-10-25,0.07,1,0,0,
38179212,The Artist's Residence in Carlton (Near CBD area),1533260,Ryan,,Melbourne,-37.79697,144.97377,Entire home/apt,180,1,55,2022-01-01,1.93,8,176,35,
38181448,Apartment room in south yarra near Chapel st,28100867,Sharukh,,Stonnington,-37.84581,144.99851,Private room,56,1,0,,,1,90,0,
38190296,Iconic apartment with MCG at the doorstep,13953242,Lucille,,Melbourne,-37.81872,144.9887,Entire home/apt,225,2,5,2020-01-12,0.18,1,0,0,
38192244,Family-friendly home in an unbeatable location,38896670,Lauren,,Melbourne,-37.83502,144.98574,Entire home/apt,292,2,13,2021-12-23,0.54,1,87,6,
38193110,Furnished Hotel 1 Bedroom Apartment-inc utilities,265055892,Quest,,Melbourne,-37.84184,144.97804,Hotel room,233,28,2,2021-04-05,0.08,6,351,1,
38193954,#2MODERN Comfort - Albert Park View/Free Parking,193368830,Gem,,Port Phillip,-37.85125,144.98007,Entire home/apt,117,2,25,2020-03-20,0.88,38,0,0,
38194306,Amazing views - Marvel Stadium at your doorstep!,55324450,Bruce,,Melbourne,-37.81424,144.94795,Entire home/apt,272,1,13,2021-12-09,0.47,57,335,7,
38194390,Queen Ensuite Room,263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Private room,158,1,14,2021-11-17,0.50,13,266,8,
38194450,Twin Room (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Private room,102,1,24,2021-05-17,0.84,13,266,3,
38194601,Single Room (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Private room,96,1,36,2022-01-04,1.26,13,262,16,
38194629,Executive Queen Ensuite Room (City View),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Private room,168,1,2,2021-01-04,0.16,13,266,0,
38194745,Queen Balcony Ensuite Room (City View),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Private room,179,1,3,2020-11-28,0.14,13,266,0,
38194851,Art Deco Gem,11891320,Hayley,,Glen Eira,-37.89403,145.01969,Entire home/apt,110,3,4,2020-02-11,0.16,1,13,0,
38194863,1 Bed in a Semi-Private 4 Bed Mixed Dorm (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Shared room,33,1,9,2021-12-31,0.69,13,266,7,
38194931,1 Bed in a Semi-Private 4 Bed Female Only Dorm (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Shared room,32,1,7,2021-12-28,0.25,13,266,5,
38195011,Family 4 Ensuite Room,263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Private room,155,1,18,2022-01-01,0.67,13,261,11,
38195132,1 Bed in a Female Only 6 Bed Dorm (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Shared room,30,1,25,2020-03-15,0.89,13,266,0,
38195187,Queen Room (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Private room,102,1,24,2021-12-29,0.85,13,266,6,
38195274,1 Bed in a 6 Bed Mixed Dorm (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Shared room,30,1,13,2021-01-06,0.45,13,266,0,
38195374,1 Bed in a 4 Bed Mixed Dorm (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Shared room,36,1,3,2020-02-16,0.11,13,266,0,
38195572,1 Bed in 8 Bed Mixed Dorm (Shared Bathroom),263329630,Space Hotel,,Melbourne,-37.80755,144.96611,Shared room,34,1,14,2022-01-03,0.50,13,262,2,
38195862,Light & spacious 2BR in grand city edge building,5261701,Cara,,Melbourne,-37.80827,144.9668,Entire home/apt,202,2,19,2020-03-24,0.68,1,0,0,
38196433,Pristine Designer Space with Spectacular Views,290246355,Reuben,,Melbourne,-37.81673,144.9653,Entire home/apt,199,1,119,2021-12-11,4.16,1,159,39,
38196651,113*LuxuriousStay@Lv10*2bd1bth*Crown&Convention,244805331,Coco,,Melbourne,-37.82773,144.95711,Entire home/apt,120,4,5,2020-02-24,0.18,10,0,0,
38196923,Stylish Light-filled Retreat &Gdns •CPk•Amaz'g Loc,28589589,Carolyn,,Yarra,-37.81968,145.00215,Entire home/apt,242,21,25,2022-01-03,0.94,1,60,9,
38204576,Sunny haven of Southland for dog lovers + 🍞☕🍽️,2650120,Sheri,,Kingston,-37.96031,145.05346,Private room,55,2,30,2021-12-30,1.06,2,146,12,
38214852,温馨小家,141919955,Yan,,Glen Eira,-37.91222,145.04374,Private room,63,2,2,2021-02-01,0.08,1,91,1,
38214936,Riverside Art Deco gem - absolutely wonderful!,56402785,Romany,,Stonnington,-37.83343,144.98989,Entire home/apt,198,3,26,2022-01-05,0.93,1,116,10,
38216196,Chocolate Factory – Richmond Loft,15709505,Mon,,Yarra,-37.81995,145.00051,Entire home/apt,195,2,12,2022-01-02,0.47,1,349,6,
38218795,Room B Nordic style,289986587,Gaoqi,,Casey,-38.06027,145.28525,Private room,69,1,1,2020-03-24,0.05,5,0,0,
38218894,1 BDR Apt # Cityview# Southbank #Clean # Mordern,255905173,Saint Domain,,Melbourne,-37.82982,144.96881,Hotel room,229,1,35,2022-01-02,1.23,3,354,12,
38218922,room C Chinese style,289986587,Gaoqi,,Casey,-38.05844,145.2847,Private room,49,1,5,2021-04-14,0.21,5,157,2,
38219037,room D Movie game style,289986587,Gaoqi,,Casey,-38.05977,145.28328,Private room,49,1,3,2019-11-06,0.11,5,0,0,
38219082,room E Japanese style,289986587,Gaoqi,,Casey,-38.05877,145.28458,Private room,49,1,2,2019-10-20,0.07,5,0,0,
38220262,Exclusive Stays - Sentinel 115,10190138,Tony,,Melbourne,-37.8241,144.96322,Entire home/apt,711,1,0,,,45,205,0,
38220674,Cozy Fitzroy North Casita,2165038,Natalie,,Moreland,-37.77591,144.98713,Entire home/apt,100,1,10,2020-12-27,0.36,1,326,0,
38220684,"Stunning Southbank Views, Crown casino",14426799,Carl,,Melbourne,-37.82527,144.95981,Entire home/apt,128,3,20,2020-03-03,0.72,5,39,0,
38223435,Seaview St Kilda beach Esplanade flat Renovated,150595,Andrea,,Port Phillip,-37.86397,144.97379,Entire home/apt,152,7,25,2022-01-01,0.90,1,252,6,
38223744,Private Room in Melbourne CBD - Southbank,290452117,Calm,,Melbourne,-37.82847,144.96585,Private room,81,3,3,2019-10-15,0.11,1,0,0,
38228135,Heart of Melb Spacious Apartment on Collins St75m²,275547714,Hayden,,Melbourne,-37.81464,144.9671,Entire home/apt,149,3,64,2021-12-04,2.23,1,0,21,
38236889,Spectacular views- ideal for families and groups,16737567,Nerida & Noriyuki,,Whitehorse,-37.82187,145.2034,Entire home/apt,250,4,15,2021-06-23,0.66,1,116,8,
38242460,温馨花房,290627568,Xiaohui,,Monash,-37.88067,145.17177,Private room,119,1,1,2019-09-16,0.04,1,90,0,
38243487,"Prime Melbourne Location 2 Bedroom, 2 Bathroom",11861216,Tina,,Melbourne,-37.81696,144.97661,Entire home/apt,165,4,0,,,2,0,0,
38244791,CLASSY SOUTH YARRA 1BR APT + Carpark,129251318,Stephanie,,Stonnington,-37.83878,144.99563,Entire home/apt,100,1,41,2021-12-14,1.51,2,140,10,
38245613,Luxury Mansion with Amazing Mountain Views!,215931515,Michael,,Monash,-37.88456,145.17611,Entire home/apt,706,3,1,2021-08-15,0.20,1,348,1,
38245643,Contemporary 1Bedroom - Park Views *Wifi & Netflix,22792687,Ben,,Yarra,-37.77891,144.98767,Entire home/apt,120,5,3,2019-11-06,0.11,1,0,0,
38246480,Spacious room at a perfect location,110761516,Xiao,,Monash,-37.88371,145.16207,Private room,50,1,4,2020-03-18,0.14,1,7,0,
38246562,Luxury waterfront Villa in Sanctuary Lakes,244502930,Annika & Amon,,Wyndham,-37.903,144.77284,Entire home/apt,467,2,14,2021-12-17,0.49,26,244,5,
38248353,Furnished Chadstone Room,210291823,Lilly,,Monash,-37.87776,145.09694,Private room,35,1,5,2019-10-09,0.18,1,0,0,
38264033,Modern Industrial Room + Private Bathroom,15693548,Rēndy,,Melbourne,-37.81279,144.93992,Private room,105,1,30,2021-04-15,1.08,1,89,5,
38266352,Single bedroom,290852586,Jeremy,,Brimbank,-37.72512,144.81241,Private room,50,1,0,,,1,365,0,
38268796,1 SPOT IN 1 BEDROOM APARTMENT MELBOURNE CBD,290851639,Ngọc Ánh,,Melbourne,-37.80995,144.96091,Shared room,200,1,0,,,1,180,0,
38269209,Spacious St Kilda 1BD Apartment w/ Patio & Parking,65708161,Sarah,,Port Phillip,-37.85638,144.98625,Entire home/apt,177,2,8,2019-12-17,0.29,1,0,0,
38269722,"⭐BrandNew APT faced Flagstaff Garden, pool,spa GYM",185076876,Jean,,Melbourne,-37.81076,144.95224,Entire home/apt,121,4,16,2021-06-29,0.57,25,78,4,
38270012,Habitat HQ in Sunny St Kilda - 4 Bed Dorm,25567788,Alex,,Port Phillip,-37.86559,144.98541,Shared room,50,1,8,2020-01-22,0.28,2,0,0,
38270423,"2 Bedroom Southbank apartment near Crown, and Convention Centre with Great Views, Wifi, Netflix",275482137,Mega Style,,Melbourne,-37.827671,144.956696,Entire home/apt,264,1,22,2021-11-29,0.79,17,352,6,
38270918,Elwood Family Home with easy access to transport,5825282,Jane,,Port Phillip,-37.877,144.99087,Entire home/apt,306,7,2,2020-01-02,0.07,1,70,0,
38271759,Sweet home sweet,280024895,Turi,,Stonnington,-37.88975,145.08539,Private room,25,1,2,2019-09-06,0.07,3,0,0,
38274903,Large private room with great view,192661274,Matt,,Yarra,-37.82242,145.01146,Private room,5000,2,3,2020-02-01,0.12,1,364,0,
38275538,Modern Stay 2,207981804,Qingfang,,Moreland,-37.74312,144.96493,Private room,36,1,4,2019-10-18,0.14,1,0,0,
38276047,Habitat HQ in sunny St Kilda - 10 Bed Dorm,25567788,Alex,,Port Phillip,-37.86559,144.98541,Shared room,50,1,1,2019-12-05,0.04,2,0,0,
38278112,A home you can call it yours,171529555,Batool,,Moreland,-37.75963,144.94269,Private room,45,2,9,2020-03-23,0.32,1,0,0,
38279793,Private bedroom private bathroom and balcony,173108643,Lini,,Melbourne,-37.81216,144.95578,Private room,64,14,0,,,2,180,0,
38293191,St Kilda Warehouse Townhouse,76707504,Leo,,Port Phillip,-37.8659,144.98658,Private room,80,3,9,2021-03-14,0.33,1,179,1,
38295790,NEW! Spa Apartment,161697557,Sebastian,,Melbourne,-37.82939,144.96904,Entire home/apt,75,180,9,2019-12-12,0.32,89,352,0,
38296605,Inner City Self Contained - Stunning Queen Studio,286522801,Marina,,Melbourne,-37.79152,144.92264,Private room,79,1,24,2021-02-27,0.85,2,0,1,
38296919,Air France,291183384,Liam,,Nillumbik,-37.72427,145.15251,Private room,150,1,1,2019-09-07,0.04,1,89,0,
38297537,CollinsTower#SeaView#3B2B#FreeTramZone#FreeParking,207778250,Stay Casa - Antony,,Melbourne,-37.81771,144.9548,Entire home/apt,371,1,47,2021-12-11,1.76,12,97,21,
38299346,Brand new house grand open special with WIFI,132005658,Hilda Lin,,Casey,-38.10625,145.2474,Private room,204,1,17,2021-04-11,0.65,4,102,2,
38304152,Character hippy house,33800219,Caycia,,Banyule,-37.7458,145.04123,Entire home/apt,70,1,6,2019-10-12,0.21,1,0,0,
38308134,New Apartment by the Bay!,291254945,Steffan,,Bayside,-37.90376,144.99936,Entire home/apt,142,2,13,2022-01-06,1.01,1,173,8,
38308407,"JOLI: Walk to MCG, City, Parks + Parking Permit",10708410,Shannon And Angela,,Melbourne,-37.81573,144.98524,Entire home/apt,205,2,20,2021-11-29,0.70,4,295,10,
38310443,"Room close with everything,walk to station",40908292,Tina,,Moreland,-37.70668,144.91999,Private room,30,180,0,,,12,363,0,
38310698,"Great Location! Walk to golf, cafes and beaches",3638181,Ann-Maree,,Bayside,-37.96721,145.01997,Entire home/apt,500,2,3,2019-12-25,0.12,1,0,0,
38312414,Cozy Bedroom in the Heart of Melbourne,115274899,Min,,Melbourne,-37.81616,144.95203,Private room,70,1,26,2020-02-11,0.91,1,0,0,
38326648,"Industrial Loft, Huge Shower Space",5383441,Hometime,,Yarra,-37.80534,144.98337,Entire home/apt,200,2,9,2019-11-22,0.32,7,0,0,
38330357,1 Bedroom Townhouse in effervescent Richmond,5501090,Laura,,Yarra,-37.82575,145.01318,Entire home/apt,102,4,2,2019-10-07,0.07,2,0,0,
38330389,Cosy Apartment In The Heart of Richmond,9747411,Nat,,Yarra,-37.81322,144.99317,Entire home/apt,130,2,1,2019-09-08,0.04,1,0,0,
38330630,Master Bedroom with Ensuite in Stylish New House,122003445,Sana,,Wyndham,-37.84898,144.71452,Private room,40,1,9,2019-12-09,0.33,2,0,0,
38331747,Waterfront Grand Villa for Big Group in Point Cook,244502930,Annika & Amon,,Wyndham,-37.90337,144.77296,Entire home/apt,381,2,8,2020-06-08,0.31,26,311,0,
38332638,Simplistic 2BR Southbank apartment,213225288,Ming,,Melbourne,-37.82478,144.95839,Entire home/apt,71,2,16,2021-07-13,1.49,34,0,16,
38334087,Garden bedroom,4197844,Eva,,Port Phillip,-37.86596,145.00945,Private room,39,7,0,,,2,0,0,
38334589,Spacious 2-Bed Apartment with Incredible Views,5100270,Jason,,Port Phillip,-37.83477,144.97024,Entire home/apt,365,10,4,2020-01-27,0.16,1,0,0,
38336134,Mill Park home away from Home...,48799742,Kerran,,Whittlesea,-37.66456,145.06951,Private room,40,5,1,2020-01-08,0.04,1,180,0,
38337678,Oceanview Southbank apt close to Crown,213225288,Ming,,Melbourne,-37.82713,144.96167,Entire home/apt,84,1,89,2021-12-28,3.14,34,86,51,
38362452,Northcote Charm: Spacious and Quiet Suburban Stay,335130912,Ruth,,Darebin,-37.78195,145.00975,Entire home/apt,95,2,25,2021-12-19,0.94,18,250,9,
38386771,Maribyrnong House Walk to Highpoint and River,43717261,Chelsea,,Maribyrnong,-37.768,144.89355,Entire home/apt,146,1,15,2021-11-26,0.54,1,344,8,
38387728,"Luxurious 1 Bedroom Home, heart of Albert Park",49536302,Kirsty,,Port Phillip,-37.8402,144.95297,Entire home/apt,155,2,17,2020-03-19,0.62,1,39,0,
38390239,At the heart of Melbourne (2BR+Carpark+Gym/Pool),192451661,Alice,,Melbourne,-37.82578,144.9566,Entire home/apt,150,1,4,2019-09-30,0.14,1,0,0,
38390665,ALSACE - Bespoke Tiny Home,112626221,Ivana,,Yarra Ranges,-37.64624,145.53728,Entire home/apt,204,2,23,2021-12-18,0.85,11,340,14,
38391601,⭐Spacious Bungalow⭐5min 2 Box Hill⭐Train⭐Parking,135947932,Meary,,Whitehorse,-37.82187,145.13817,Entire home/apt,92,2,51,2022-01-02,1.86,10,50,25,
38392084,"Light & bright Private room, in Glenhuntly",250219966,Kirstin,,Glen Eira,-37.89246,145.03879,Private room,46,2,4,2020-01-12,0.14,7,0,0,
38392982,South Yarra Two Bedroom Apartment with Balcony,291711337,South Yarra Grand,,Stonnington,-37.83839,144.99189,Entire home/apt,254,1,48,2021-12-29,1.71,6,85,39,
38396323,Family retreat in Brunswick West,211994877,Glaston,,Moreland,-37.75564,144.93613,Entire home/apt,200,3,1,2019-10-03,0.04,1,0,0,
38396692,Grand Final weekend away!,86259393,Adriano,,Moreland,-37.76769,144.97183,Private room,340,1,0,,,1,0,0,
38397799,A Jewell in Riverwalk at Melbourne's West,293344109,Roshani,,Wyndham,-37.91857,144.64545,Private room,50,1,22,2021-12-20,0.81,1,358,13,
38399924,Huge 1 Bedroom Apart in CBD with NETFLIX and More,81256811,Chris,,Melbourne,-37.816151,144.971115,Entire home/apt,164,2,15,2021-12-11,0.54,7,19,2,
38403034,Ormond is near to brigton beach,292534878,Priyanka,,Glen Eira,-37.9069,145.03851,Private room,700,1,0,,,1,88,0,
38411475,Wantirna One Bedroom Apartment,292655911,Punthill,,Knox,-37.8697,145.23538,Entire home/apt,171,1,18,2021-12-31,0.83,6,81,15,
38412088,Central-Leafy green puppy palace,22324212,Frank,,Melbourne,-37.80349,144.95792,Private room,70,3,4,2020-03-18,0.15,1,0,0,
38413450,Clayton Living Town House at Monash Doorstep,292673147,Hettige,,Monash,-37.91865,145.11616,Entire home/apt,181,2,31,2021-10-31,1.12,2,180,10,
38414995,"Cosy, large balcony over park. Parking & near PT",17190368,Shane,,Boroondara,-37.82077,145.0294,Entire home/apt,90,14,6,2021-11-20,0.22,1,0,1,
38418941,MI CASA (formerly known as Creswick House),112626221,Ivana,,Yarra Ranges,-37.64592,145.53751,Entire home/apt,528,2,18,2021-12-19,0.77,11,304,12,
38421780,Stunning Heritage listed apartment in St Kilda,44209758,Mónica,,Port Phillip,-37.85981,144.97813,Private room,90,1,3,2020-02-03,0.13,2,0,0,
38422410,The Eagle’s Nest,278164500,Sandra,,Banyule,-37.76107,145.05672,Private room,70,1,35,2021-12-25,1.27,1,41,17,
38433928,Beautiful and Sunny Room in Central Melbourne,50849889,Krizh,,Port Phillip,-37.83265,144.96708,Private room,75,1,5,2020-01-26,0.18,1,0,0,
38436131,Light-filled Fitzroy North apartment,11981640,Joshua,,Yarra,-37.78606,144.97806,Entire home/apt,99,3,4,2020-01-02,0.15,1,0,0,
38437714,BRAND NEW LUXURY 2BED APT NETFLIX WIFI AND PARKING,76712367,Asaf,,Yarra,-37.81592,145.01266,Entire home/apt,188,7,6,2021-08-02,0.22,2,0,5,
38437962,Standrad room,293004400,Frank,,Casey,-38.00479,145.27329,Private room,120,1,0,,,3,88,0,
38445146,Brilliant Brunswick West 2Bed,15358196,Trudy,,Moreland,-37.76258,144.94888,Entire home/apt,80,2,13,2020-04-20,0.46,1,0,0,
38446972,Experience cozy urban culture and living,7666846,Nancy,,Yarra,-37.81521,145.01007,Entire home/apt,85,4,1,2019-11-09,0.04,1,0,0,
